ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YCR059C,1.0427,0.00046,1.0327,0,1.0134,0.09938,1.0556,3.00E-05,1.0257,3.00E-05,0.7883,0,0.9732,0.00014,S000000655,YIH1,Yeast Impact Homolog,,,Negative regulator of eIF2 kinase Gcn2p,Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT,777,223454,224230,chrIII,cytoskeletal protein binding;enzyme regulator activity
YCR060W,0.9881,0.27476,0.9859,0.01634,0.989,0.14589,0.9986,0.40999,0.9914,0.11254,0.9913,0.46532,0.9719,6.00E-05,S000000656,TAH1,Tpr-containing protein Associated with Hsp90,,,Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1),Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly of large protein complexes such as box C/D snoRNPs and RNA polymerase II; contains a single TPR domain with at least two TPR motifs; plays a role in determining prion variants,336,224399,224734,chrIII,other
YCR061W,0.9677,0.00923,0.9682,0,0.9721,0.00268,0.9707,0.02322,0.9933,0.17327,0.544,0,0.9048,0,S000000657,,,,,Protein of unknown function,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; induced by treatment with 8-methoxypsoralen and UVA irradiation,1896,225563,227458,chrIII,molecular function unknown
YCR062W,0.9549,0.00021,0.9708,0,0.9829,0.05011,0.9914,0.27694,0.9648,0,0.8189,0,0.9629,0,S000000658,,,,,Merged open reading frame,"Merged open reading frame; does not encode a discrete protein; YCR062W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCR061W",363,225819,226181,chrIII,not_yet_annotated
YCR063W,0.6282,0,0.7818,0,0.6955,0,0.8641,0,0.7888,0,0.6165,0,0.8085,0,S000000659,BUD31,BUD site selection,,,Component of the SF3b subcomplex of the U2 snRNP,"Component of the SF3b subcomplex of the U2 snRNP; increases efficiency of first and second step pre-mRNA splicing; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; facilitates passage through G1/S Start, but is not required for G2/M transition or exit from mitosis",474,228318,228791,chrIII,molecular function unknown
YCR065W,0.9508,5.00E-05,0.9317,0,0.9334,0,0.9876,0.20833,0.9245,0,0.7732,0,0.8492,0,S000000661,HCM1,High-Copy suppressor of Calmodulin,"Sequence-specific DNA binding transcription factor involved in spindle pole body organization, mitochondrion organization, and the cellular response to oxidative stress|uniprot_proteome=UP000002311",,Forkhead transcription factor,"Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation, spindle dynamics, budding; also activates genes involved in respiration, use of alternative energy sources (like proline), NAD synthesis, oxidative stress resistance; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4",1695,229310,231004,chrIII,DNA binding;nucleic acid binding transcription factor activity
YCR066W,0.9275,0,0.9346,0,0.9874,0.11455,1.018,0.1182,0.9589,0,0.7884,0,0.8921,0,S000000662,RAD18,RADiation sensitive,DNA-binding subunit of the Rad6-Rad18 ubiquitin ligase complex involved in postreplication DNA repair and translesion synthesis|uniprot_proteome=UP000002311,"Non-essential gene; null mutant displays temperature sensitivity, decreased growth rate and competitive fitness on rich and synthetic media; null mutant is sensitive to a variety of DNA damaging agents, DNA synthesis inhibitors, X-rays and UV radiation; null displays increased chromosome instability including gross chromosomal rearrangements, an increased mutation rate, and elevated Ty element transposition",E3 ubiquitin ligase,E3 ubiquitin ligase; forms heterodimer with Rad6p to monoubiquitinate PCNA-K164; heterodimer binds single-stranded DNA and has single-stranded DNA dependent ATPase activity; required for postreplication repair; SUMO-targeted ubiquitin ligase (STUbl) that contains a SUMO-interacting motif (SIM) which stimulates its ubiquitin ligase activity towards the sumoylated form of PCNA,1464,231500,232963,chrIII,ATPase activity;DNA binding;hydrolase activity
YCR067C,0.9623,0.00217,0.9698,0,1.0062,0.25321,1.0061,0.3232,0.9993,0.40922,0.9796,0.36781,0.8329,0,S000000663,SED4,Suppressor of Erd2 Deletion,,,Integral ER membrane protein that stimulates Sar1p GTPase activity,"Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog, SEC12, that arose from the whole genome duplication",3198,233125,236322,chrIII,enzyme regulator activity
YCR068W,0.9723,0.02663,0.9806,0.00097,0.9415,0,0.9437,2.00E-05,0.9837,0.007,0.5112,0,0.9033,0,S000000664,ATG15,AuTophaGy related,"Protein involved in autophagy, piece microautophagy of nucleus, vacuolar protein processing and membrane disassembly; localizes to the vacuolar lumen|uniprot_proteome=UP000002311","Non-essential gene; null mutant shows no autophagy or pexophagy, increased sensitivity to cell-wall affecting drugs and to nitrogen starvation, decreased sporulation and lifespan",Putative lipase required for lysis of autophagic and Cvt bodies,Putative lipase required for lysis of autophagic and Cvt bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis,1563,237214,238776,chrIII,molecular function unknown
YCR069W,0.9927,0.38592,1.0005,0.46209,0.9766,0.01104,0.9876,0.20829,0.9974,0.33587,0.9907,0.46055,1.0091,0.1175,S000000665,CPR4,Cyclosporin-sensitive Proline Rotamase,,,Peptidyl-prolyl cis-trans isomerase (cyclophilin),"Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication",957,239055,240011,chrIII,isomerase activity
YCR071C,0.9236,0,0.9442,0,0.4795,0,0.4373,0,0.978,0.00031,0.8282,0,0.8537,0,S000000667,IMG2,Integrity of Mitochondrial Genome,,,Mitochondrial ribosomal protein of the large subunit,"Mitochondrial ribosomal protein of the large subunit; conserved in metazoa, with similarity to human mitochondrial ribosomal protein MRPL49",441,240103,240543,chrIII,structural constituent of ribosome;structural molecule activity
YCR073C,0.9842,0.18714,0.9948,0.25103,0.998,0.35171,0.9902,0.25392,0.9939,0.19589,0.9467,0.09942,1.0011,0.36121,S000000669,SSK22,Suppressor of Sensor Kinase,,"Non-essential gene; in large-scale studies, null mutant shows increased competitive fitness; diploid homozygous null mutant is resistant to HM-1 killer toxin and is sensitive to DTT and mercaptoethanol; both null mutation and overexpression cause slow growth",MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway,"MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication",3996,242588,246583,chrIII,kinase activity;signal transducer activity;transferase activity
YCR073W-A,0.9732,0.03224,1.0062,0.20716,1.0182,0.03956,1.0513,0.00012,0.9843,0.00924,1.0846,0.00862,1.0159,0.01887,S000000718,SOL2,Suppressor Of Los1-1,,,Protein with a possible role in tRNA export,"Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog, SOL1, that arose from the whole genome duplication",948,246963,247910,chrIII,molecular function unknown
YCR075C,1.036,0.00351,1.0029,0.36046,1.0444,0,1.0546,4.00E-05,0.9902,0.07994,1.0417,0.17902,1.0107,0.0848,S000000671,ERS1,ERd Suppressor,,"Non-essential gene; null mutant is sensitive to hygromycin B; in large-scale studies, the null mutant displays increased competitive fitness in various media; the heterozygous null mutant exhibits decreased starvation resistance, and the diploid homozygous null mutant is sensitive to oxidative stress",Protein involved in cystine transport,"Protein involved in cystine transport; localizes to the vacuole, plasma membrane and endosome; similarity to human cystinosin, a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS",783,248033,248815,chrIII,transmembrane transporter activity
YCR076C,0.9969,0.47949,0.9959,0.30299,0.9787,0.01903,0.9943,0.33096,0.9901,0.07906,0.7786,0,0.9992,0.36992,S000000672,FUB1,FUnction of Boundary,Proteasome-binding protein whose biological role is unknown|uniprot_proteome=UP000002311,,Proteasome-binding protein,"Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1, a proteasome inhibitor; not an essential gene",753,249293,250045,chrIII,other
YCR077C,0.7376,0,0.7238,0,0.8504,0,0.6887,0,0.8344,0,0.425,0,0.8516,0,S000000673,PAT1,Protein Associated with Topoisomerase II,,,Deadenylation-dependent mRNA-decapping factor,"Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation, most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation",2391,250238,252628,chrIII,RNA binding;chromatin binding;mRNA binding
YCR079W,1.0176,0.1494,0.9885,0.04536,0.9845,0.06917,1.0581,1.00E-05,1.0571,0,0.8124,0,0.9756,0.00053,S000002133,PTC6,Phosphatase Two C,Protein serine/threonine phosphatase involved in mitophagy and macroautophagy; localized to mitochondria|uniprot_proteome=UP000002311,,Mitochondrial type 2C protein phosphatase (PP2C),Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase,1329,252845,254173,chrIII,hydrolase activity;phosphatase activity
YCR081W,0.9427,0,0.922,0,0.9099,0,0.9427,2.00E-05,0.9429,0,0.5953,0,0.8194,0,S000000677,SRB8,Suppressor of RNA polymerase B,RNA polymerase II transcription coactivator component of the mediator complex involved in the initiation of basal RNA polymerase II transcription|uniprot_proteome=UP000002311,,Subunit of the RNA polymerase II mediator complex,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression,4284,254371,258654,chrIII,"transcription factor activity, protein binding"
YCR082W,0.9809,0.12214,0.9848,0.00938,0.9672,0.00048,0.971,0.02466,0.9903,0.08356,0.9636,0.22179,0.9526,0,S000000678,AHC2,Ada Histone acetyltransferase complex Component,,"Non-essential gene; null mutant has decreased competitive fitness in both fermentative and respiratory growth media, and increased fitness in minimal medium; null mutant has a decreased rate of urea utilization; null mutant has increased chronological lifespan, and increased telomere length; heterozygous null mutant is haploinsufficient in some growth conditions and haploproficient in others; overexpression blocks silencing at HMR, indicative of barrier function",Component of the ADA histone acetyltransferase complex,Component of the ADA histone acetyltransferase complex; Ach2p and Ach1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ach1p to the complex,387,258883,259269,chrIII,molecular function unknown
YCR083W,0.9888,0.29011,0.9998,0.47098,0.9948,0.27757,0.9992,0.41971,1.0065,0.18446,1.0129,0.43227,1.0079,0.14898,S000000679,TRX3,ThioRedoXin,,,Mitochondrial thioredoxin,"Mitochondrial thioredoxin; highly conserved oxidoreductase required to maintain the redox homeostasis of the cell, forms the mitochondrial thioredoxin system with Trr2p, redox state is maintained by both Trr2p and Glr1p",384,259578,259961,chrIII,oxidoreductase activity
YCR084C,0.9367,0,0.9235,0,0.4991,0,0.5325,0,0.9492,0,0.7653,0,0.8207,0,S000000680,TUP1,dTMP-UPtake,General transcription repressor that binds histones and is involved in nucleosome positioning; forms repressor complex with Cyc8p|uniprot_proteome=UP000002311,,General repressor of transcription,"General repressor of transcription; forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes",2142,260311,262452,chrIII,"enzyme binding;histone binding;ion binding;transcription factor activity, protein binding"
YCR085W,1.0211,0.08919,1.0245,3.00E-05,1.0159,0.06367,1.0501,0.00017,1.0298,0,0.9066,0.00354,0.9806,0.00514,S000000681,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",354,262916,263269,chrIII,molecular function unknown
YCR086W,0.8759,0,0.8891,0,0.9349,0,0.9909,0.26772,0.9388,0,0.6238,0,0.8544,0,S000000682,CSM1,Chromosome Segregation in Meiosis,,,Nucleolar protein that mediates homolog segregation during meiosis I,Nucleolar protein that mediates homolog segregation during meiosis I; forms a complex with Lrs4p and then Mam1p at kinetochores; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation,573,263392,263964,chrIII,molecular function unknown
YCR087C-A,0.9933,0.39906,0.9931,0.17927,0.9791,0.02132,0.9819,0.11592,0.999,0.39864,0.6421,0,0.913,0,S000007223,,,Protein whose biological role is unknown; localizes to the nucleolus in a large-scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YCR087C-A is not an essential gene,462,264006,264467,chrIII,molecular function unknown
